timestamp,value
2014-01-07 00:00:00,94.46797018
2014-01-07 00:05:00,93.13739126
2014-01-07 00:10:00,93.63029389
2014-01-07 00:15:00,94.93767556
2014-01-07 00:20:00,95.19255849999999
2014-01-07 00:25:00,93.99734965
2014-01-07 00:30:00,94.0526657
2014-01-07 00:35:00,95.31897459
2014-01-07 00:40:00,93.88081412
2014-01-07 00:45:00,94.82736035
2014-01-07 00:50:00,95.07290273
2014-01-07 00:55:00,95.85817817
2014-01-07 01:00:00,95.64495982
2014-01-07 01:05:00,94.08361759
2014-01-07 01:10:00,95.70831521
2014-01-07 01:15:00,93.76695945
2014-01-07 01:20:00,95.48122678
2014-01-07 01:25:00,95.28585184
2014-01-07 01:30:00,93.81745012
2014-01-07 01:35:00,93.44409689
2014-01-07 01:40:00,93.99057637
2014-01-07 01:45:00,95.56326697
2014-01-07 01:50:00,95.18144942
2014-01-07 01:55:00,94.22027707
2014-01-07 02:00:00,94.42340604
2014-01-07 02:05:00,94.69872971
2014-01-07 02:10:00,95.33282414
2014-01-07 02:15:00,95.07919855
2014-01-07 02:20:00,94.88120842
2014-01-07 02:25:00,94.56396095
2014-01-07 02:30:00,93.43092219
2014-01-07 02:35:00,93.72966342
2014-01-07 02:40:00,93.19298719
2014-01-07 02:45:00,93.96787143
2014-01-07 02:50:00,93.39737409
2014-01-07 02:55:00,92.85599879
2014-01-07 03:00:00,91.45716359999999
2014-01-07 03:05:00,92.22544134
2014-01-07 03:10:00,92.90193837
2014-01-07 03:15:00,92.50426836
2014-01-07 03:20:00,89.92288714
2014-01-07 03:25:00,90.39379699999999
2014-01-07 03:30:00,89.40404308
2014-01-07 03:35:00,89.77988732
2014-01-07 03:40:00,88.95272119
2014-01-07 03:45:00,87.82352583
2014-01-07 03:50:00,89.27552745
2014-01-07 03:55:00,87.35805304
2014-01-07 04:00:00,88.40065495
2014-01-07 04:05:00,88.44356904
2014-01-07 04:10:00,88.95086917
2014-01-07 04:15:00,86.89404209
2014-01-07 04:20:00,87.95008902
2014-01-07 04:25:00,88.74653397
2014-01-07 04:30:00,87.57435138
2014-01-07 04:35:00,88.98496487
2014-01-07 04:40:00,88.55470263
2014-01-07 04:45:00,87.79293841
2014-01-07 04:50:00,88.57379067
2014-01-07 04:55:00,88.76666565
2014-01-07 05:00:00,88.61569966
2014-01-07 05:05:00,88.61310305
2014-01-07 05:10:00,87.35950274
2014-01-07 05:15:00,86.8721189
2014-01-07 05:20:00,88.64626178
2014-01-07 05:25:00,88.85284054
2014-01-07 05:30:00,88.95908306
2014-01-07 05:35:00,88.06665290000002
2014-01-07 05:40:00,87.26137963
2014-01-07 05:45:00,87.82867996
2014-01-07 05:50:00,88.34243882
2014-01-07 05:55:00,86.88545196
2014-01-07 06:00:00,89.00019309
2014-01-07 06:05:00,87.9344167
2014-01-07 06:10:00,87.30077994
2014-01-07 06:15:00,88.0133293
2014-01-07 06:20:00,87.22806412
2014-01-07 06:25:00,89.1780017
2014-01-07 06:30:00,88.86113987
2014-01-07 06:35:00,87.50662252
2014-01-07 06:40:00,86.98876857
2014-01-07 06:45:00,87.18856358
2014-01-07 06:50:00,87.72331263
2014-01-07 06:55:00,88.96606650000004
2014-01-07 07:00:00,87.20751709
2014-01-07 07:05:00,87.33147718
2014-01-07 07:10:00,87.47643997
2014-01-07 07:15:00,88.99257658
2014-01-07 07:20:00,86.99305584
2014-01-07 07:25:00,88.53374239
2014-01-07 07:30:00,88.9526197
2014-01-07 07:35:00,88.95304591
2014-01-07 07:40:00,87.46481455
2014-01-07 07:45:00,88.35909535
2014-01-07 07:50:00,87.17598888
2014-01-07 07:55:00,86.96087658
2014-01-07 08:00:00,87.00715835
2014-01-07 08:05:00,87.94717518
2014-01-07 08:10:00,87.47963717
2014-01-07 08:15:00,88.0017474
2014-01-07 08:20:00,87.14341527
2014-01-07 08:25:00,88.08371483
2014-01-07 08:30:00,88.42201598
2014-01-07 08:35:00,86.81550059
2014-01-07 08:40:00,88.13175339
2014-01-07 08:45:00,87.42741719
2014-01-07 08:50:00,87.32186488
2014-01-07 08:55:00,86.94954429
2014-01-07 09:00:00,88.52298881
2014-01-07 09:05:00,89.06320092
2014-01-07 09:10:00,88.26662840000002
2014-01-07 09:15:00,88.82043494
2014-01-07 09:20:00,87.53700519
2014-01-07 09:25:00,88.42534809
2014-01-07 09:30:00,86.8224946
2014-01-07 09:35:00,87.52550988
2014-01-07 09:40:00,86.70094537
2014-01-07 09:45:00,87.15948363
2014-01-07 09:50:00,86.33919909999999
2014-01-07 09:55:00,87.52643766
2014-01-07 10:00:00,86.89003963
2014-01-07 10:05:00,87.33179604
2014-01-07 10:10:00,86.76385513
2014-01-07 10:15:00,86.36672842
2014-01-07 10:20:00,85.79672701
2014-01-07 10:25:00,85.6461121
2014-01-07 10:30:00,86.56033071
2014-01-07 10:35:00,85.88144245
2014-01-07 10:40:00,86.71089146
2014-01-07 10:45:00,85.96919304
2014-01-07 10:50:00,85.16828206
2014-01-07 10:55:00,85.55242902
2014-01-07 11:00:00,84.32819846
2014-01-07 11:05:00,84.08834265
2014-01-07 11:10:00,84.75030521
2014-01-07 11:15:00,85.40680495
2014-01-07 11:20:00,84.55728542
2014-01-07 11:25:00,83.28404657
2014-01-07 11:30:00,83.54857251
2014-01-07 11:35:00,83.42559384
2014-01-07 11:40:00,84.13948345
2014-01-07 11:45:00,83.51706652
2014-01-07 11:50:00,84.91056389
2014-01-07 11:55:00,85.44694892
2014-01-07 12:00:00,84.98529319
2014-01-07 12:05:00,84.58421301
2014-01-07 12:10:00,85.44624646
2014-01-07 12:15:00,85.52812874
2014-01-07 12:20:00,84.71149114
2014-01-07 12:25:00,84.86085699
2014-01-07 12:30:00,85.50818748
2014-01-07 12:35:00,86.72283115
2014-01-07 12:40:00,86.43793829999998
2014-01-07 12:45:00,87.33262652
2014-01-07 12:50:00,86.60891782
2014-01-07 12:55:00,87.70877966
2014-01-07 13:00:00,85.72533723
2014-01-07 13:05:00,87.635362
2014-01-07 13:10:00,87.73646921
2014-01-07 13:15:00,87.09667459
2014-01-07 13:20:00,87.5375625
2014-01-07 13:25:00,86.51492762
2014-01-07 13:30:00,87.12126324
2014-01-07 13:35:00,85.84256241
2014-01-07 13:40:00,86.0207733
2014-01-07 13:45:00,85.50446445
2014-01-07 13:50:00,87.46942676
2014-01-07 13:55:00,86.2240241
2014-01-07 14:00:00,85.79350078
2014-01-07 14:05:00,86.39295259
2014-01-07 14:10:00,87.56753044
2014-01-07 14:15:00,86.69454721
2014-01-07 14:20:00,87.73680864
2014-01-07 14:25:00,85.79780719
2014-01-07 14:30:00,86.51474821
2014-01-07 14:35:00,87.55040405
2014-01-07 14:40:00,87.22305465
2014-01-07 14:45:00,86.54920835
2014-01-07 14:50:00,86.33365436
2014-01-07 14:55:00,87.27862612
2014-01-07 15:00:00,87.33422392
2014-01-07 15:05:00,87.5220754
2014-01-07 15:10:00,86.34300921
2014-01-07 15:15:00,86.88979519
2014-01-07 15:20:00,85.47166758
2014-01-07 15:25:00,87.5251728
2014-01-07 15:30:00,87.41712159
2014-01-07 15:35:00,86.50079867
2014-01-07 15:40:00,85.80436799
2014-01-07 15:45:00,87.74547431
2014-01-07 15:50:00,86.18408654
2014-01-07 15:55:00,85.49813463
2014-01-07 16:00:00,86.03082065
2014-01-07 16:05:00,87.23875693
2014-01-07 16:10:00,85.66601816
2014-01-07 16:15:00,86.94509073
2014-01-07 16:20:00,86.0043183
2014-01-07 16:25:00,86.65831935
2014-01-07 16:30:00,87.10976993
2014-01-07 16:35:00,87.25176519
2014-01-07 16:40:00,85.5909113
2014-01-07 16:45:00,87.48830600000002
2014-01-07 16:50:00,85.58838916
2014-01-07 16:55:00,87.16189396
2014-01-07 17:00:00,86.47069873
2014-01-07 17:05:00,86.45079023
2014-01-07 17:10:00,86.01882499
2014-01-07 17:15:00,86.33239352
2014-01-07 17:20:00,86.97778657
2014-01-07 17:25:00,86.81807105
2014-01-07 17:30:00,85.9830462
2014-01-07 17:35:00,85.7109922
2014-01-07 17:40:00,87.52134073
2014-01-07 17:45:00,86.70074056
