timestamp,value,pred,label
2013-07-04 00:00:00,69.88083514,69.88084,Normal
2013-07-04 01:00:00,71.22022706,71.22023,Normal
2013-07-04 02:00:00,70.87780496,70.87781,Normal
2013-07-04 03:00:00,68.95939994,68.9594,Normal
2013-07-04 04:00:00,69.28355102,69.283554,Normal
2013-07-04 05:00:00,70.06096581,70.06097,Normal
2013-07-04 06:00:00,69.27976479,63.56675,Normal
2013-07-04 07:00:00,69.36960846,72.24629,Normal
2013-07-04 08:00:00,69.16671394,64.11177,Normal
2013-07-04 09:00:00,68.98608257,73.80998,Normal
2013-07-04 10:00:00,69.96506224,67.029564,Normal
2013-07-04 11:00:00,70.55619466,70.836914,Normal
2013-07-04 12:00:00,70.30750511,71.4133,Normal
2013-07-04 13:00:00,70.24625215,71.37609,Normal
2013-07-04 14:00:00,69.85490839,71.6201,Normal
2013-07-04 15:00:00,71.64329118,71.88818,Normal
2013-07-04 16:00:00,71.24565942,71.98097,Normal
2013-07-04 17:00:00,70.74509976,72.11163,Normal
2013-07-04 18:00:00,71.37329829,72.73961,Normal
2013-07-04 19:00:00,71.7957509,72.18179,Normal
2013-07-04 20:00:00,72.09160609999998,72.21405,Normal
2013-07-04 21:00:00,71.55307612,72.28744,Normal
2013-07-04 22:00:00,72.18769545,72.23746,Normal
2013-07-04 23:00:00,70.64995744,71.75892,Normal
2013-07-05 00:00:00,71.34274211,71.52724,Normal
2013-07-05 01:00:00,71.5867281,71.238075,Normal
2013-07-05 02:00:00,70.97700116,70.98541,Normal
2013-07-05 03:00:00,70.24388209,70.837524,Normal
2013-07-05 04:00:00,70.43282627,70.31504,Normal
2013-07-05 05:00:00,69.74896285,69.86781,Normal
2013-07-05 06:00:00,68.74938222,69.937805,Normal
2013-07-05 07:00:00,69.35162661,69.81676,Normal
2013-07-05 08:00:00,68.85314844,70.07376,Normal
2013-07-05 09:00:00,70.31790951,70.40279,Normal
2013-07-05 10:00:00,70.30055692,70.82607,Normal
2013-07-05 11:00:00,72.53056283,71.422226,Normal
2013-07-05 12:00:00,71.64320692,71.83525,Normal
2013-07-05 13:00:00,72.92223804,72.14754,Normal
2013-07-05 14:00:00,72.63758833,72.25563,Normal
2013-07-05 15:00:00,72.95903086,72.2319,Normal
2013-07-05 16:00:00,72.15222081,72.51472,Normal
2013-07-05 17:00:00,72.16607562,72.298416,Normal
2013-07-05 18:00:00,72.30558574,72.52849,Normal
2013-07-05 19:00:00,72.3823022,72.441315,Normal
2013-07-05 20:00:00,72.61234869,72.67892,Normal
2013-07-05 21:00:00,72.77599570000002,72.58101,Normal
2013-07-05 22:00:00,71.91696888,72.19919,Normal
2013-07-05 23:00:00,71.55368851,72.045166,Normal
2013-07-06 00:00:00,71.63096403,71.95775,Normal
2013-07-06 01:00:00,70.59673521,71.984566,Normal
2013-07-06 02:00:00,70.85248247,71.66268,Normal
2013-07-06 03:00:00,71.08476824,71.74261,Normal
2013-07-06 04:00:00,70.84723252,71.17228,Normal
2013-07-06 05:00:00,70.23242259999999,70.82754,Normal
2013-07-06 06:00:00,70.12823808,70.46139,Normal
2013-07-06 07:00:00,69.92923136,69.91232,Normal
2013-07-06 08:00:00,69.28574982,69.701706,Normal
2013-07-06 09:00:00,69.72638712,69.27437,Normal
2013-07-06 10:00:00,68.19010253,69.01784,Normal
2013-07-06 11:00:00,68.91679541,68.59749,Normal
2013-07-06 12:00:00,67.26820458,68.23126,Normal
2013-07-06 13:00:00,66.9649601,67.86946,Normal
2013-07-06 14:00:00,67.76538379,67.66007,Normal
2013-07-06 15:00:00,66.91858576,67.50705,Normal
2013-07-06 16:00:00,67.60522282,67.32963,Normal
2013-07-06 17:00:00,67.17661097,67.28555,Normal
2013-07-06 18:00:00,67.99254044,67.21761,Normal
2013-07-06 19:00:00,67.25818019,67.18942,Normal
2013-07-06 20:00:00,66.59407898,67.18732,Normal
2013-07-06 21:00:00,67.86855757,67.02244,Normal
2013-07-06 22:00:00,67.2922007,66.89198,Normal
2013-07-06 23:00:00,67.16337656,66.70822,Normal
2013-07-07 00:00:00,66.27568448,66.7719,Normal
2013-07-07 01:00:00,65.96858705,66.67653,Normal
2013-07-07 02:00:00,65.31642297,66.15642,Normal
2013-07-07 03:00:00,65.42912751,66.03848,Normal
2013-07-07 04:00:00,66.75098393,66.05538,Normal
2013-07-07 05:00:00,64.68391715,65.87525,Normal
2013-07-07 06:00:00,64.56520692,65.70893,Normal
2013-07-07 07:00:00,66.12965686,65.42737,Normal
2013-07-07 08:00:00,66.09613054,65.30548,Normal
2013-07-07 09:00:00,64.9748123,65.19949,Normal
2013-07-07 10:00:00,64.33478963,65.22489,Normal
2013-07-07 11:00:00,65.54142516,64.96176,Normal
2013-07-07 12:00:00,63.9130944,64.74092,Normal
2013-07-07 13:00:00,65.00924432,64.70949,Normal
2013-07-07 14:00:00,64.04781966,64.82806,Normal
2013-07-07 15:00:00,64.25831852,64.539474,Normal
2013-07-07 16:00:00,63.89332373,64.31044,Normal
2013-07-07 17:00:00,64.14310465,64.18048,Normal
2013-07-07 18:00:00,64.17594209,64.17389,Normal
2013-07-07 19:00:00,63.1570819,63.96406,Normal
2013-07-07 20:00:00,63.38689893,63.799347,Normal
2013-07-07 21:00:00,63.99038726,63.6837,Normal
2013-07-07 22:00:00,62.67478854,63.641773,Normal
2013-07-07 23:00:00,64.24663357,63.431625,Normal
2013-07-08 00:00:00,62.48078508,63.420204,Normal
2013-07-08 01:00:00,62.03055446,63.12133,Normal
2013-07-08 02:00:00,63.41156044,63.005154,Normal
2013-07-08 03:00:00,61.70510991,62.92276,Normal
2013-07-08 04:00:00,62.77513946,62.77208,Normal
2013-07-08 05:00:00,61.36447611,62.741627,Normal
2013-07-08 06:00:00,61.68984072,62.745255,Normal
2013-07-08 07:00:00,62.20048874,63.107056,Normal
2013-07-08 08:00:00,62.98280722,63.43289,Normal
2013-07-08 09:00:00,64.44813096,64.10083,Normal
2013-07-08 10:00:00,65.33294727,64.92429,Normal
2013-07-08 11:00:00,66.51294379,65.30752,Normal
2013-07-08 12:00:00,67.88554227,67.13408,Normal
2013-07-08 13:00:00,67.22250712,66.83797,Normal
2013-07-08 14:00:00,68.08885127,68.97603,Normal
2013-07-08 15:00:00,68.55257476,67.7775,Normal
2013-07-08 16:00:00,70.32033392,69.61469,Normal
2013-07-08 17:00:00,70.48553783,67.92711,Normal
2013-07-08 18:00:00,72.33830154,70.71654,Normal
2013-07-08 19:00:00,71.1908248,70.93738,Normal
2013-07-08 20:00:00,70.75989770000002,70.601685,Normal
2013-07-08 21:00:00,70.57075487,70.74932,Normal
2013-07-08 22:00:00,68.88572309999999,69.74326,Normal
2013-07-08 23:00:00,68.36836764,69.382965,Normal
2013-07-09 00:00:00,68.42198714,70.28248,Normal
2013-07-09 01:00:00,67.55824354,68.0751,Normal
2013-07-09 02:00:00,66.4884322,69.396515,Normal
2013-07-09 03:00:00,66.00939653,67.45207,Normal
2013-07-09 04:00:00,64.88258671,67.56386,Normal
2013-07-09 05:00:00,65.79409771,66.96556,Normal
2013-07-09 06:00:00,65.69617694,67.260254,Normal
2013-07-09 07:00:00,66.14773729,67.16507,Normal
2013-07-09 08:00:00,67.47861967,67.807144,Normal
2013-07-09 09:00:00,67.43966413,68.10837,Normal
2013-07-09 10:00:00,68.50079012,68.90386,Normal
2013-07-09 11:00:00,69.93367814,69.15851,Normal
2013-07-09 12:00:00,70.66856782,69.65831,Normal
2013-07-09 13:00:00,69.43364009999999,69.66911,Normal
2013-07-09 14:00:00,70.20645921,69.66969,Normal
2013-07-09 15:00:00,70.23002897,70.09212,Normal
2013-07-09 16:00:00,71.58361231,70.02045,Normal
2013-07-09 17:00:00,71.56436778,69.39238,Normal
2013-07-09 18:00:00,71.02917453,69.37126,Normal
2013-07-09 19:00:00,72.831066,70.142,Normal
2013-07-09 20:00:00,71.13716811,69.89815,Normal
2013-07-09 21:00:00,69.72083178,70.01782,Normal
2013-07-09 22:00:00,69.17560647,70.19738,Normal
2013-07-09 23:00:00,69.31959282,70.21767,Normal
2013-07-10 00:00:00,68.81260454,69.88693,Normal
2013-07-10 01:00:00,68.55716829,71.1933,Normal
2013-07-10 02:00:00,67.73062887,69.27721,Normal
2013-07-10 03:00:00,67.80815335,69.17821,Normal
2013-07-10 04:00:00,66.93277621,68.36664,Normal
2013-07-10 05:00:00,65.84066557,68.612335,Normal
2013-07-10 06:00:00,66.15467548,68.35724,Normal
2013-07-10 07:00:00,65.78125301,68.24315,Normal
2013-07-10 08:00:00,67.33388757,68.35472,Normal
2013-07-10 09:00:00,67.3485843,68.64198,Normal
2013-07-10 10:00:00,69.75301970000001,69.2137,Normal
2013-07-10 11:00:00,69.90438916,70.03052,Normal
2013-07-10 12:00:00,70.59424483,70.30919,Normal
2013-07-10 13:00:00,70.05946788,70.957565,Normal
2013-07-10 14:00:00,71.02625542,71.22914,Normal
2013-07-10 15:00:00,71.56116588,71.12164,Normal
2013-07-10 16:00:00,70.98303947,71.02061,Normal
2013-07-10 17:00:00,71.78059711,70.589935,Normal
2013-07-10 18:00:00,73.40419990000002,71.02045,Normal
2013-07-10 19:00:00,71.60391994,71.03371,Normal
2013-07-10 20:00:00,70.48045714,70.94771,Normal
2013-07-10 21:00:00,69.48780075,71.18062,Normal
2013-07-10 22:00:00,69.37470081,70.53722,Normal
2013-07-10 23:00:00,68.66754682,70.91998,Normal
2013-07-11 00:00:00,69.05640228,72.00598,Normal
2013-07-11 01:00:00,69.28118591,70.23128,Normal
2013-07-11 02:00:00,68.00921159,70.42963,Normal
2013-07-11 03:00:00,68.57902651,68.93866,Normal
2013-07-11 04:00:00,66.49549932,69.02674,Normal
2013-07-11 05:00:00,66.7500451,68.72089,Normal
2013-07-11 06:00:00,66.42304923,68.54258,Normal
2013-07-11 07:00:00,67.52779448,68.55759,Normal
2013-07-11 08:00:00,67.89346899,68.96753,Normal
2013-07-11 09:00:00,69.1011507,69.383026,Normal
2013-07-11 10:00:00,70.51575503,69.90919,Normal
2013-07-11 11:00:00,71.51359764,70.24586,Normal
2013-07-11 12:00:00,70.78913828,70.46285,Normal
2013-07-11 13:00:00,70.92408975,70.292175,Normal
2013-07-11 14:00:00,70.8105032776923,70.402084,Normal
2013-07-11 15:00:00,70.6969168053846,70.13049,Imputed
2013-07-11 16:00:00,70.58333033307692,70.40775,Imputed
2013-07-11 17:00:00,70.46974386076923,70.39561,Imputed
2013-07-11 18:00:00,70.35615738846153,70.3635,Imputed
2013-07-11 19:00:00,70.24257091615384,70.11519,Imputed
2013-07-11 20:00:00,70.12898444384615,70.14433,Imputed
2013-07-11 21:00:00,70.01539797153846,70.19124,Imputed
2013-07-11 22:00:00,69.90181149923076,70.64328,Imputed
2013-07-11 23:00:00,69.78822502692307,70.76001,Imputed
2013-07-12 00:00:00,69.67463855461538,70.15723,Imputed
2013-07-12 01:00:00,69.56105208230768,70.00748,Imputed
2013-07-12 02:00:00,69.44746561,69.865555,Imputed
2013-07-12 03:00:00,69.56135461,69.87268,Normal
2013-07-12 04:00:00,67.43148423,69.50704,Normal
2013-07-12 05:00:00,67.27588501,69.268616,Normal
2013-07-12 06:00:00,67.64302314,69.20664,Normal
2013-07-12 07:00:00,67.11633221,69.33438,Normal
2013-07-12 08:00:00,68.58615434,69.35339,Normal
2013-07-12 09:00:00,68.54878335,69.77066,Normal
2013-07-12 10:00:00,69.78361434,70.54056,Normal
2013-07-12 11:00:00,70.13666468,71.60597,Normal
2013-07-12 12:00:00,71.79856679999997,72.04589,Normal
2013-07-12 13:00:00,72.95326709,72.39049,Normal
2013-07-12 14:00:00,73.38358272,72.6772,Normal
2013-07-12 15:00:00,72.72556855,72.41997,Normal
2013-07-12 16:00:00,74.27730941,73.26886,Normal
2013-07-12 17:00:00,73.58946213,73.03908,Normal
2013-07-12 18:00:00,73.07774519,73.26601,Normal
2013-07-12 19:00:00,74.52428051,72.976814,Normal
2013-07-12 20:00:00,72.52552383,73.04077,Normal
2013-07-12 21:00:00,72.64264374,73.261986,Normal
2013-07-12 22:00:00,73.47727338,73.25928,Normal
2013-07-12 23:00:00,72.37521094,73.59909,Normal
2013-07-13 00:00:00,71.20816904,72.573364,Normal
